"","Year","Month","Day","TSU","EQ","Name","Location","Country","Latitude","Longitude","Elevation","Type","Status","Time","VEI","Agent","DEATHS","DEATHS_DESCRIPTION","MISSING","MISSING_DESCRIPTION","INJURIES","INJURIES_DESCRIPTION","DAMAGE_MILLIONS_DOLLARS","DAMAGE_DESCRIPTION","HOUSES_DESTROYED","HOUSES_DESTROYED_DESCRIPTION","TOTAL_DEATHS","TOTAL_DEATHS_DESCRIPTION","TOTAL_MISSING","TOTAL_MISSING_DESCRIPTION","TOTAL_INJURIES","TOTAL_INJURIES_DESCRIPTION","TOTAL_DAMAGE_MILLIONS_DOLLARS","TOTAL_DAMAGE_DESCRIPTION","TOTAL_HOUSES_DESTROYED","TOTAL_HOUSES_DESTROYED_DESCRIPTION"
"222",1803,11,7,"","","Asama","Honshu-Japan","Japan",36.4,138.53,2560,"Complex volcano","Historical","D1",2,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"223",1804,NA,NA,"","","Shikotsu","Hokkaido-Japan","Japan",42.7,141.33,1320,"Caldera","Historical","D1",3,"",NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"224",1805,8,11,"","","Vesuvius","Italy","Italy",40.821,14.426,1281,"Complex volcano","Historical","D2",2,"",4,1,NA,NA,NA,NA,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA
"225",1812,4,27,"","","Soufriere St. Vincent","W Indies","St. Vincent & the Grenadines",13.33,-61.18,1220,"Stratovolcano","Historical","D1",4,"T, m",56,2,NA,NA,NA,NA,NA,NA,NA,NA,56,2,NA,NA,NA,NA,NA,NA,NA,NA
"226",1812,8,6,"","","Awu","Sangihe Is-Indonesia","Indonesia",3.67,125.5,1320,"Stratovolcano","Historical","D1",3,"P,M",953,3,NA,NA,NA,NA,NA,NA,NA,NA,953,3,NA,NA,NA,NA,NA,NA,NA,NA
"227",1813,5,NA,"TSU","","Vesuvius","Italy","Italy",40.821,14.426,1281,"Complex volcano","Historical","D2",2,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228",1814,2,1,"","","Mayon","Luzon-Philippines","Philippines",13.257,123.685,2462,"Stratovolcano","Historical","D1",4,"P,M,E",1200,4,NA,NA,NA,NA,NA,3,NA,3,1200,4,NA,NA,NA,NA,NA,3,NA,3
"229",1815,4,10,"TSU","","Tambora","Lesser Sunda Is","Indonesia",-8.25,118,2850,"Stratovolcano","Historical","D1",7,"P,W,A,I",11000,4,NA,NA,NA,4,NA,4,NA,4,60000,4,NA,NA,NA,4,NA,4,NA,4
"230",1816,7,5,"","","Aso","Kyushu-Japan","Japan",32.88,131.1,1592,"Caldera","Historical","D1",2,"T",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"231",1817,1,24,"","","Ijen","Java","Indonesia",-8.058,114.242,2799,"Stratovolcano","Historical","D1",2,"M",NA,2,NA,NA,NA,NA,NA,NA,90,2,NA,2,NA,NA,NA,NA,NA,NA,90,2
"232",1817,NA,NA,"","","Raung","Java","Indonesia",-8.125,114.042,3332,"Stratovolcano","Historical","D1",4,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"233",1818,2,5,"","","Colima","Mexico","Mexico",19.514,-103.62,3850,"Stratovolcano","Historical","D1",4,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"234",1819,NA,NA,"TSU","","Asuncion","Mariana Is-C Pacific","United States",19.67,145.4,857,"Stratovolcano","Historical","D2",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235",1820,3,1,"TSU","EQ","Westdahl","Aleutian Is","United States",54.52,-164.65,1654,"Stratovolcano","Historical","D1",2,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236",1820,6,11,"","","Banda Api","Banda Sea","Pacific Ocean",-4.525,129.871,640,"Caldera","Historical","D1",2,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"237",1822,3,9,"","","Usu","Hokkaido-Japan","Japan",42.53,140.83,731,"Stratovolcano","Historical","D1",4,"P",50,1,NA,NA,53,2,NA,NA,NA,2,50,1,NA,NA,53,2,NA,NA,NA,2
"238",1822,10,8,"","","Galunggung","Java","Indonesia",-7.25,108.05,2168,"Stratovolcano","Historical","D1",5,"P,M",4011,4,NA,NA,NA,NA,NA,3,NA,3,4011,4,NA,NA,NA,NA,NA,3,NA,3
"239",1822,12,27,"","","Merapi","Java","Indonesia",-7.542,110.442,2947,"Stratovolcano","Historical","D1",3,"",100,2,NA,NA,NA,2,NA,3,NA,3,100,2,NA,NA,NA,2,NA,3,NA,3
"240",1823,2,NA,"","","Kilauea","Hawaiian Is","United States",19.425,-155.292,1222,"Shield volcano","Historical","D1",0,"L",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"241",1824,NA,NA,"","","Shishaldin","Aleutian Is","United States",54.75,-163.97,2857,"Stratovolcano","Historical","D1",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242",1825,NA,NA,"","","Balbi","Bougainville-SW Paci","Papua New Guinea",-5.83,154.98,2715,"Stratovolcano","Holocene","U",NA,"P",NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"243",1826,10,11,"","","Dieng Volc Complex","Java","Indonesia",-7.2,109.92,2565,"Complex volcano","Historical","D1",2,"",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"244",1826,10,11,"","","Kelut","Java","Indonesia",-7.93,112.308,1731,"Stratovolcano","Historical","D1",3,"M",NA,1,NA,NA,65,2,NA,3,NA,3,NA,1,NA,NA,65,2,NA,3,NA,3
"245",1826,10,NA,"","","Aso","Kyushu-Japan","Japan",32.88,131.1,1592,"Caldera","Historical","D1",2,"T",NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"246",1827,6,27,"TSU","EQ","Avachinsky","Kamchatka","Russia",53.255,158.83,2741,"Stratovolcano","Historical","D1",2,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247",1827,8,9,"","","Avachinsky","Kamchatka","Russia",53.255,158.83,2741,"Stratovolcano","Historical","D1",2,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248",1829,NA,NA,"","","Guntur","Java","Indonesia",-7.13,107.83,2249,"Complex volcano","Historical","D3",2,"",NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"249",1832,11,1,"","","Etna","Italy","Italy",37.734,15.004,3350,"Stratovolcano","Historical","D1",2,"L",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"250",1832,12,25,"","","Merapi","Java","Indonesia",-7.542,110.442,2947,"Stratovolcano","Historical","D1",3,"",32,1,NA,NA,NA,NA,NA,NA,NA,2,32,1,NA,NA,NA,NA,NA,NA,NA,2
"251",1833,11,24,"","","Kaba","Sumatra","Indonesia",-3.52,102.62,1952,"Stratovolcano","Historical","D2",2,"M",126,3,NA,NA,NA,NA,NA,NA,NA,NA,126,3,NA,NA,NA,NA,NA,NA,NA,NA
"252",1835,1,20,"","","Cosiguina","Nicaragua","Nicaragua",12.98,-87.57,872,"Stratovolcano","Historical","D3",5,"G,I",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"253",1835,11,1,"","","Banda Api","Banda Sea","Pacific Ocean",-4.525,129.871,640,"Caldera","Historical","D1",NA,"",NA,3,NA,NA,NA,NA,NA,2,NA,2,NA,3,NA,NA,NA,NA,NA,2,NA,2
"254",1837,9,NA,"TSU","EQ","Peuet Sague","Sumatra","Indonesia",4.914,96.329,2801,"Complex volcano","Historical","D1",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255",1838,2,26,"","","Gamalama","Halmahera-Indonesia","Indonesia",0.8,127.325,1715,"Stratovolcano","Historical","D1",2,"T",4,1,NA,NA,NA,NA,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA
"256",1839,2,12,"TSU","","Unnamed","Chile-Is","Chile",-33.62,-76.83,-642,"Submarine volcano","Uncertain","Unknown",2,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257",1840,2,2,"TSU","EQ","Gamalama","Halmahera-Indonesia","Indonesia",0.8,127.325,1715,"Stratovolcano","Historical","D1",2,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258",1840,5,30,"TSU","","Kilauea","Hawaiian Is","United States",19.425,-155.292,1222,"Shield volcano","Historical","D1",0,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"259",1840,7,2,"","","Ararat","Turkey","Turkey",39.7,44.28,5165,"Stratovolcano","Holocene","U",3,"P",1900,4,NA,NA,NA,NA,NA,NA,NA,NA,1900,4,NA,NA,NA,NA,NA,NA,NA,NA
"260",1840,NA,NA,"","","Savo","Solomon Is-SW Pacifi","Solomon Is.",-9.13,159.82,510,"Stratovolcano","Historical","D3",3,"P",NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"261",1840,NA,NA,"","","Tinakula","Santa Cruz Is-SW Pac","Solomon Is.",-10.38,165.8,851,"Stratovolcano","Historical","D1",3,"P",NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"262",1841,4,NA,"","","Kuchinoerabu-jima","Ryukyu Is","Japan",30.43,130.22,649,"Stratovolcano","Historical","D1",2,"T",NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,2
"263",1843,2,8,"TSU","","Liamuiga","W Indies","St. Kitts & Nevis",17.37,-62.8,1156,"Stratovolcano","Radiocarbon","D6",0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264",1843,2,17,"TSU","","Soufriere Guadeloupe","W Indies","Guadeloupe",16.05,-61.67,1467,"Stratovolcano","Historical","D1",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265",1843,8,NA,"","","Lamongan","Java","Indonesia",-8,113.342,1651,"Stratovolcano","Historical","D3",2,"",4,1,NA,NA,NA,NA,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA
"266",1843,11,17,"","","Etna","Italy","Italy",37.734,15.004,3350,"Stratovolcano","Historical","D1",2,"L",56,2,NA,NA,NA,2,NA,NA,NA,NA,56,2,NA,NA,NA,2,NA,NA,NA,NA
"267",1845,2,8,"TSU","EQ","Soputan","Sulawesi-Indonesia","Indonesia",1.108,124.725,1784,"Stratovolcano","Historical","D1",2,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118,3,NA,NA,NA,NA,NA,2,NA,3
"268",1845,2,19,"","","Ruiz","Colombia","Colombia",4.895,-75.322,5321,"Stratovolcano","Historical","D1",3,"M",1000,3,NA,NA,NA,NA,NA,NA,NA,NA,1000,3,NA,NA,NA,NA,NA,NA,NA,NA
"269",1845,9,2,"","","Hekla","Iceland-S","Iceland",63.98,-19.7,1491,"Stratovolcano","Historical","D1",4,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"270",1846,5,7,"","","Taupo","New Zealand","New Zealand",-38.82,176,760,"Caldera","Radiocarbon","D6",NA,"m",63,2,NA,NA,NA,NA,NA,NA,NA,NA,63,2,NA,NA,NA,NA,NA,NA,NA,NA
"271",1846,5,27,"","","Tangkubanparahu","Java","Indonesia",-6.77,107.6,2084,"Stratovolcano","Historical","D1",2,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"272",1846,11,18,"","","E-san","Hokkaido-Japan","Japan",41.8,141.17,618,"Stratovolcano","Historical","D3",1,"M",NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"273",1847,4,9,"","","Fogo","Cape Verde Is","Cape Verde",14.95,-24.35,2829,"Stratovolcano","Historical","D1",2,"S",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"274",1847,12,4,"","","Dieng Volc Complex","Java","Indonesia",-7.2,109.92,2565,"Complex volcano","Historical","D1",2,"",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"275",1848,5,16,"","","Kelut","Java","Indonesia",-7.93,112.308,1731,"Stratovolcano","Historical","D1",2,"M",21,1,NA,NA,NA,NA,NA,NA,800,3,21,1,NA,NA,NA,NA,NA,NA,800,3
"276",1850,NA,NA,"","","Rabaul","New Britain-SW Pac","Papua New Guinea",-4.271,152.203,688,"Pyroclastic shield","Historical","D1",2,"T",NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"277",1853,6,24,"","","Niuafo'ou","Tonga-SW Pacific","Tonga",-15.6,-175.63,260,"Shield volcano","Historical","D1",0,"L",25,1,NA,NA,NA,NA,NA,NA,NA,NA,25,1,NA,NA,NA,NA,NA,NA,NA,NA
"278",1853,7,13,"","","Mayon","Luzon-Philippines","Philippines",13.257,123.685,2462,"Stratovolcano","Historical","D1",3,"P",34,1,NA,NA,NA,NA,NA,NA,NA,1,34,1,NA,NA,NA,NA,NA,NA,NA,1
"279",1853,10,29,"TSU","","Unnamed","Taiwan-E of","Taiwan",24,121.83,0,"Submarine volcano","Historical","D3",2,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280",1854,2,18,"","","Shiveluch","Kamchatka","Russia",56.653,161.36,3283,"Stratovolcano","Historical","D1",5,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"281",1854,2,NA,"","","Aso","Kyushu-Japan","Japan",32.88,131.1,1592,"Caldera","Historical","D1",2,"",3,1,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA
"282",1854,6,27,"TSU","","Alaid","Kuril Is","Russia",50.858,155.55,2339,"Stratovolcano","Historical","D1",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283",1856,3,2,"TSU","","Awu","Sangihe Is-Indonesia","Indonesia",3.67,125.5,1320,"Stratovolcano","Historical","D1",3,"P",2806,4,NA,NA,NA,2,NA,3,NA,3,2806,4,NA,NA,NA,2,NA,3,NA,3
"284",1856,7,26,"TSU","","Shishaldin","Aleutian Is","United States",54.75,-163.97,2857,"Stratovolcano","Historical","D1",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285",1856,9,25,"","","Komaga-take","Hokkaido-Japan","Japan",42.07,140.68,1140,"Stratovolcano","Historical","D1",4,"P",20,1,NA,NA,NA,NA,NA,NA,NA,3,20,1,NA,NA,NA,NA,NA,NA,NA,3
"286",1857,4,17,"TSU","EQ","Umboi","New Guinea-NE of","Papua New Guinea",-5.589,147.875,1548,"Complex volcano","Holocene","U",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287",1858,1,NA,"","","Mayon","Luzon-Philippines","Philippines",13.257,123.685,2462,"Stratovolcano","Historical","D1",2,"P",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"288",1858,4,23,"","","Tate-yama","Honshu-Japan","Japan",36.57,137.6,2621,"Stratovolcano","Historical","D3",NA,"m",NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"289",1858,7,3,"","","Tate-yama","Honshu-Japan","Japan",36.57,137.6,2621,"Stratovolcano","Historical","D3",NA,"m",NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"290",1860,4,NA,"","","Semeru","Java","Indonesia",-8.108,112.92,3676,"Stratovolcano","Historical","D1",2,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"291",1860,8,18,"","","Fuego","Guatemala","Guatemala",14.473,-90.88,3763,"Stratovolcano","Historical","D1",2,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"292",1860,NA,NA,"","","Grimsvotn","Iceland-NE","Iceland",64.42,-17.33,1725,"Caldera","Historical","D1",NA,"m",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"293",1861,5,7,"","","Dubbi","Africa-NE","Eritrea",13.58,41.808,1625,"Stratovolcano","Historical","D3",3,"",106,3,NA,NA,NA,NA,NA,3,NA,3,106,3,NA,NA,NA,NA,NA,3,NA,3
"294",1861,5,NA,"","","Grimsvotn","Iceland-NE","Iceland",64.42,-17.33,1725,"Caldera","Historical","D1",2,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"295",1861,12,29,"","","Makian","Halmahera-Indonesia","Indonesia",0.32,127.4,1357,"Stratovolcano","Historical","D1",4,"P,I",326,3,NA,NA,47,1,NA,NA,NA,3,326,3,NA,NA,47,1,NA,NA,NA,3
"296",1863,8,17,"TSU","EQ","Yasur","Vanuatu-SW Pacific","Vanuatu",-19.52,169.425,361,"Stratovolcano","Historical","D1",NA,"",NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"297",1864,1,3,"","","Kelut","Java","Indonesia",-7.93,112.308,1731,"Stratovolcano","Historical","D1",2,"M",54,2,NA,NA,NA,NA,NA,NA,NA,3,54,2,NA,NA,NA,NA,NA,NA,NA,3
"298",1866,2,20,"","","Santorini","Greece","Greece",36.404,25.396,329,"Shield volcano","Historical","D2",2,"T",1,1,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA
"299",1866,9,12,"TSU","","Ofu-Olosega","Samoa-SW Pacific","United States",-14.175,-169.618,639,"Shield volcano","Historical","D3",2,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300",1867,10,21,"","","Zao","Honshu-Japan","Japan",38.15,140.45,1841,"Complex volcano","Historical","D2",2,"M",3,1,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA
"301",1868,4,3,"TSU","EQ","Mauna Loa","Hawaiian Is","United States",19.475,-155.608,4170,"Shield volcano","Historical","D1",2,"W,M",NA,NA,NA,NA,NA,NA,NA,1,37,1,77,2,NA,NA,NA,NA,NA,2,NA,3
"302",1868,9,5,"TSU","EQ","Etna","Italy","Italy",37.734,15.004,3350,"Stratovolcano","Historical","D1",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303",1869,7,7,"","","Lewotobi","Lesser Sunda Is","Indonesia",-8.53,122.775,1703,"Stratovolcano","Historical","D1",2,"",2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"304",1869,8,NA,"","","Lamongan","Java","Indonesia",-8,113.342,1651,"Stratovolcano","Historical","D3",2,"T,A",8,1,NA,NA,NA,NA,NA,NA,NA,NA,8,1,NA,NA,NA,NA,NA,NA,NA,NA
"305",1870,8,NA,"","","Ruang","Sangihe Is-Indonesia","Indonesia",2.28,125.425,725,"Stratovolcano","Historical","D2",2,"",NA,1,NA,NA,NA,NA,NA,NA,40,1,NA,1,NA,NA,NA,NA,NA,NA,40,1
"306",1870,NA,NA,"","","Iliwerung","Lesser Sunda Is","Indonesia",-8.54,123.59,1018,"Complex volcano","Historical","D1",3,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"307",1870,NA,NA,"","","Aoba","Vanuatu-SW Pacific","Vanuatu",-15.4,167.83,1496,"Shield volcano","Historical","D1",2,"M",NA,3,NA,NA,NA,NA,NA,3,NA,3,NA,3,NA,NA,NA,NA,NA,3,NA,3
"308",1871,3,3,"TSU","","Ruang","Sangihe Is-Indonesia","Indonesia",2.28,125.425,725,"Stratovolcano","Historical","D2",2,"W",NA,NA,NA,NA,NA,NA,NA,1,NA,1,400,3,NA,NA,NA,NA,NA,2,75,2
"309",1871,4,30,"TSU","EQ","Camiguin","Mindanao-Philippines","Philippines",9.203,124.673,1332,"Stratovolcano","Historical","D2",2,"",NA,1,NA,NA,NA,NA,NA,3,NA,3,NA,1,NA,NA,NA,NA,NA,3,NA,3
"310",1871,8,7,"","","Gamalama","Halmahera-Indonesia","Indonesia",0.8,127.325,1715,"Stratovolcano","Historical","D1",2,"T",1,1,NA,NA,1,1,NA,NA,NA,NA,1,1,NA,NA,1,1,NA,NA,NA,NA
"311",1871,12,8,"","","Mayon","Luzon-Philippines","Philippines",13.257,123.685,2462,"Stratovolcano","Historical","D1",3,"P",3,1,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA
"312",1872,4,15,"","","Merapi","Java","Indonesia",-7.542,110.442,2947,"Stratovolcano","Historical","D1",4,"T",30,1,NA,NA,NA,1,NA,NA,50,1,30,1,NA,NA,NA,1,NA,NA,50,1
"313",1872,4,17,"","","Merapi","Java","Indonesia",-7.542,110.442,2947,"Stratovolcano","Historical","D1",4,"P",170,3,NA,NA,NA,NA,NA,NA,NA,2,170,3,NA,NA,NA,NA,NA,NA,NA,2
"314",1872,4,24,"","","Vesuvius","Italy","Italy",40.821,14.426,1281,"Complex volcano","Historical","D2",3,"L,G",9,1,NA,NA,11,1,NA,NA,NA,NA,9,1,NA,NA,11,1,NA,NA,NA,NA
"315",1872,11,3,"","","Merapi","Java","Indonesia",-7.542,110.442,2947,"Stratovolcano","Historical","D1",4,"P,T",200,3,NA,NA,NA,NA,NA,3,NA,3,200,3,NA,NA,NA,NA,NA,3,NA,3
"316",1872,12,NA,"","","Aso","Kyushu-Japan","Japan",32.88,131.1,1592,"Caldera","Historical","D1",3,"T",4,1,NA,NA,NA,NA,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA
"317",1872,NA,NA,"","","Sinarka","Kuril Is","Russia",48.875,154.175,934,"Stratovolcano","Historical","D3",4,"P",NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"318",1873,1,16,"","","Ragang","Mindanao-Philippines","Philippines",7.67,124.5,2815,"Stratovolcano","Historical","D2",2,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"319",1873,NA,NA,"","","Vesuvius","Italy","Italy",40.821,14.426,1281,"Complex volcano","Historical","D2",NA,"G,T",9,1,NA,NA,NA,NA,NA,NA,NA,NA,9,1,NA,NA,NA,NA,NA,NA,NA,NA
"320",1874,7,3,"","","Miyake-jima","Izu Is-Japan","Japan",34.08,139.53,815,"Stratovolcano","Historical","D1",3,"T",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"321",1874,7,19,"","","Taal","Luzon-Philippines","Philippines",14.002,120.993,400,"Stratovolcano","Historical","D1",2,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"322",1875,1,29,"","","Kelut","Java","Indonesia",-7.93,112.308,1731,"Stratovolcano","Historical","D1",0,"m",NA,1,NA,NA,NA,NA,NA,2,NA,2,NA,1,NA,NA,NA,NA,NA,2,NA,2
"323",1875,3,29,"","","Askja","Iceland-NE","Iceland",65.03,-16.75,1516,"Stratovolcano","Historical","D2",5,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"324",1875,NA,NA,"","","Mayon","Luzon-Philippines","Philippines",13.257,123.685,2462,"Stratovolcano","Historical","D1",NA,"m",1500,4,NA,NA,NA,NA,NA,NA,NA,NA,1500,4,NA,NA,NA,NA,NA,NA,NA,NA
"325",1877,2,14,"TSU","EQ","Mauna Loa","Hawaiian Is","United States",19.475,-155.608,4170,"Shield volcano","Historical","D1",0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"326",1877,6,25,"","","Cotopaxi","Ecuador","Ecuador",-0.677,-78.436,5911,"Stratovolcano","Historical","D2",4,"M",340,3,NA,NA,NA,NA,NA,NA,NA,NA,340,3,NA,NA,NA,NA,NA,NA,NA,NA
"327",1878,1,10,"TSU","","Yasur","Vanuatu-SW Pacific","Vanuatu",-19.52,169.425,361,"Stratovolcano","Historical","D1",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"328",1878,1,NA,"TSU","","Rabaul","New Britain-SW Pac","Papua New Guinea",-4.271,152.203,688,"Pyroclastic shield","Historical","D1",3,"T",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"329",1878,2,11,"TSU","EQ","Yasur","Vanuatu-SW Pacific","Vanuatu",-19.52,169.425,361,"Stratovolcano","Historical","D1",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330",1878,8,29,"TSU","EQ","Okmok","Aleutian Is","United States",53.42,-168.13,1073,"Shield volcano","Historical","D1",2,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"331",1879,2,4,"TSU","","Stromboli","Italy","Italy",38.789,15.213,926,"Stratovolcano","Historical","D1",2,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332",1883,3,NA,"","","Karthala","Indian O-W","Comoros",-11.75,43.38,2361,"Shield volcano","Historical","D1",2,"L",NA,3,NA,NA,NA,NA,NA,3,NA,NA,NA,3,NA,NA,NA,NA,NA,3,NA,NA
