"","Year","Month","Day","TSU","EQ","Name","Location","Country","Latitude","Longitude","Elevation","Type","Status","Time","VEI","Agent","DEATHS","DEATHS_DESCRIPTION","MISSING","MISSING_DESCRIPTION","INJURIES","INJURIES_DESCRIPTION","DAMAGE_MILLIONS_DOLLARS","DAMAGE_DESCRIPTION","HOUSES_DESTROYED","HOUSES_DESTROYED_DESCRIPTION","TOTAL_DEATHS","TOTAL_DEATHS_DESCRIPTION","TOTAL_MISSING","TOTAL_MISSING_DESCRIPTION","TOTAL_INJURIES","TOTAL_INJURIES_DESCRIPTION","TOTAL_DAMAGE_MILLIONS_DOLLARS","TOTAL_DAMAGE_DESCRIPTION","TOTAL_HOUSES_DESTROYED","TOTAL_HOUSES_DESTROYED_DESCRIPTION"
"813",2017,12,27,"","","Sinabung","Sumatra","Indonesia",3.17,98.392,2460,"Stratovolcano","Holocene","U",NA,"T",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
"814",2018,1,5,"","","Kadovar","New Guinea-NE of","Papua New Guinea",-3.62,144.62,365,"Stratovolcano","Holocene","U",NA,"T",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"815",2018,1,13,"","","Mayon","Luzon-Philippines","Philippines",13.257,123.685,2462,"Stratovolcano","Historical","D1",NA,"T,P",NA,NA,NA,NA,1972,4,3.564,2,NA,NA,NA,NA,NA,NA,1972,4,3.564,2,NA,NA
"816",2018,1,23,"","","Kusatsu-Shirane","Honshu-Japan","Japan",36.62,138.55,2176,"Stratovolcano","Historical","D1",NA,"T",1,1,NA,NA,11,1,NA,1,NA,NA,1,1,NA,NA,11,1,NA,1,NA,NA
"817",2018,2,1,"","","Kilauea","Hawaiian Is","United States",19.425,-155.292,1222,"Shield volcano","Historical","D1",1,"G",1,1,NA,NA,3,1,NA,NA,NA,NA,1,1,NA,NA,3,1,NA,NA,NA,NA
"818",2018,2,9,"TSU","","Kadovar","New Guinea-NE of","Papua New Guinea",-3.62,144.62,365,"Stratovolcano","Holocene","U",NA,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"819",2018,3,21,"","","Ijen","Java","Indonesia",-8.058,114.242,2799,"Stratovolcano","Historical","D1",NA,"G",NA,NA,NA,NA,30,1,NA,NA,NA,NA,NA,NA,NA,NA,30,1,NA,NA,NA,NA
"820",2018,3,30,"","","Aoba","Vanuatu-SW Pacific","Vanuatu",-15.4,167.83,1496,"Shield volcano","Historical","D1",3,"T,G,M",4,1,NA,NA,NA,NA,NA,2,NA,1,4,1,NA,NA,NA,NA,NA,2,NA,1
"821",2018,4,28,"TSU","EQ","Kilauea","Hawaiian Is","United States",19.425,-155.292,1222,"Shield volcano","Historical","D1",1,"L",NA,NA,NA,NA,1,1,370,4,716,3,NA,NA,NA,NA,1,1,370,4,716,3
"822",2018,6,3,"","","Fuego","Guatemala","Guatemala",14.473,-90.88,3763,"Stratovolcano","Historical","D1",2,"P",201,3,229,3,27,1,120,4,186,3,201,3,229,3,27,1,120,4,186,3
"823",2018,7,16,"","","Kilauea","Hawaiian Is","United States",19.425,-155.292,1222,"Shield volcano","Historical","D1",NA,"T",NA,NA,NA,NA,23,1,1,1,NA,NA,NA,NA,NA,NA,23,1,1,1,NA,NA
"824",2018,8,25,"","","Manam","New Guinea-NE of","Papua New Guinea",-4.1,145.061,1807,"Stratovolcano","Historical","D1",4,"L,T",NA,NA,NA,NA,NA,NA,NA,3,164,3,NA,NA,NA,NA,NA,NA,NA,3,164,3
"825",2018,12,15,"","EQ","Ambrym","Vanuatu-SW Pacific","Vanuatu",-16.25,168.12,1334,"Pyroclastic shield","Historical","D1",2,"S,T,G",NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA,1
"826",2018,12,22,"TSU","","Krakatau","Indonesia","Indonesia",-6.102,105.423,813,"Caldera","Historical","D1",1,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,437,3,10,1,31943,4,250,4,2844,4
"827",2018,12,26,"","EQ","Etna","Italy","Italy",37.734,15.004,3350,"Stratovolcano","Historical","D1",2,"S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,1,115,4,15,1
"828",2019,1,7,"","","Manam","New Guinea-NE of","Papua New Guinea",-4.1,145.061,1807,"Stratovolcano","Historical","D1",4,"T",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"829",2019,5,7,"","","Sinabung","Sumatra","Indonesia",3.17,98.392,2460,"Stratovolcano","Holocene","U",NA,"T",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
"830",2019,6,26,"","","Ulawun","New Britain-SW Pac","Papua New Guinea",-5.05,151.33,2334,"Stratovolcano","Historical","D1",NA,"P,T",NA,NA,NA,NA,2,1,14,3,NA,NA,NA,NA,NA,NA,2,1,14,3,NA,NA
"831",2019,6,28,"","","Manam","New Guinea-NE of","Papua New Guinea",-4.1,145.061,1807,"Stratovolcano","Historical","D1",4,"A,P,T",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
"832",2019,7,3,"","","Stromboli","Italy","Italy",38.789,15.213,926,"Stratovolcano","Historical","D1",2,"P,T",1,1,NA,NA,1,1,NA,NA,NA,NA,1,1,NA,NA,1,1,NA,NA,NA,NA
"833",2019,8,28,"TSU","","Stromboli","Italy","Italy",38.789,15.213,926,"Stratovolcano","Historical","D1",2,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"834",2019,12,9,"","","White Island","New Zealand","New Zealand",-37.52,177.18,321,"Stratovolcano","Historical","D1",2,"T",21,1,NA,NA,24,1,NA,NA,NA,NA,21,1,NA,NA,24,1,NA,NA,NA,NA
"835",2020,1,12,"","","Taal","Luzon-Philippines","Philippines",14.002,120.993,400,"Stratovolcano","Historical","D1",NA,"T",NA,NA,NA,NA,NA,NA,67,4,328,3,NA,NA,NA,NA,NA,NA,67,4,328,3
